,0
255,DL[i+1] & V0[i] & V1[i-1] & ~DL[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i]
256,V0[i+1] & V0[i-1] & V1[i-1] & ~DL[i+1] & ~V1[i+1] & ~V1[i]
257,DL[i+1] & V0[i-1] & V1[i+1] & V1[i-1]
258,DL[i] & V0[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i-1]
259,V0[i] & V1[i] & ~DL[i+1] & ~V0[i+1]
260,DL[i+1] & DL[i-1] & V0[i+1] & V0[i-1] & V0[i] & ~V1[i-1]
261,DL[i+1] & V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i-1]
262,V0[i+1] & V0[i] & V1[i+1] & V1[i] & ~DL[i]
263,V1[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i]
264,DL[i+1] & DL[i] & V1[i+1] & V1[i]
265,DL[i] & V0[i+1] & V0[i-1] & V0[i] & ~V1[i-1]
266,DL[i] & ~V0[i] & ~V1[i]
267,DL[i] & V0[i+1] & V1[i] & ~V0[i] & ~V1[i+1]
268,V0[i+1] & V1[i] & ~DL[i+1] & ~V0[i-1] & ~V1[i-1]
269,DL[i+1] & V0[i+1] & V1[i+1] & ~V1[i]
270,DL[i+1] & V0[i-1] & V0[i] & V1[i+1] & ~V1[i-1] & ~V1[i]
271,DL[i+1] & DL[i-1] & V0[i+1] & V0[i-1] & V1[i+1] & ~DL[i] & ~V1[i-1]
272,DL[i+1] & V0[i] & V1[i-1]
273,V0[i+1] & V0[i-1] & V1[i-1] & ~DL[i+1] & ~DL[i] & ~V1[i+1] & ~V1[i]
274,V0[i+1] & V0[i-1] & V1[i+1] & ~V1[i-1]
275,DL[i] & ~DL[i-1] & ~V0[i-1]
276,DL[i-1] & DL[i] & V0[i-1] & ~V1[i-1]
277,DL[i] & V0[i+1] & V0[i] & V1[i-1] & ~DL[i+1] & ~V0[i-1] & ~V1[i+1]
278,V0[i+1] & V0[i] & ~DL[i+1] & ~V1[i]
279,V0[i+1] & V0[i-1] & V1[i] & ~DL[i+1] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
280,V0[i-1] & V0[i] & V1[i-1] & ~DL[i+1] & ~V0[i+1]
281,DL[i-1] & V0[i-1] & V1[i-1] & ~DL[i+1] & ~V1[i+1]
282,DL[i-1] & DL[i] & V0[i-1] & V1[i+1] & V1[i] & ~DL[i+1] & ~V0[i+1] & ~V1[i-1]
283,V0[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i+1]
284,~DL[i+1] & ~V0[i-1] & ~V1[i-1]
285,V0[i+1] & V1[i-1] & V1[i] & ~V0[i-1] & ~V0[i]
286,DL[i-1] & V0[i-1] & ~V0[i] & ~V1[i-1]
287,DL[i-1] & V0[i-1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V1[i-1]
288,DL[i+1] & V0[i+1] & V1[i+1] & V1[i-1] & ~V0[i-1]
289,DL[i+1] & V0[i] & ~V0[i-1] & ~V1[i-1]
290,V0[i] & V1[i] & ~DL[i+1] & ~V0[i-1] & ~V1[i-1]
291,V0[i+1] & V0[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i]
292,DL[i+1] & V0[i+1] & V0[i-1] & ~V1[i-1]
293,V0[i-1] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1]
294,DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V1[i-1]
295,V0[i-1] & V1[i-1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i+1]
296,DL[i-1] & V1[i] & ~DL[i+1] & ~V0[i]
297,DL[i+1] & ~V0[i] & ~V1[i]
298,DL[i+1] & V0[i+1] & V1[i+1] & V1[i] & ~DL[i-1] & ~V0[i]
299,DL[i] & V0[i+1] & V1[i-1] & ~V0[i-1] & ~V1[i+1]
300,DL[i-1] & V0[i] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V1[i]
301,V0[i+1] & V0[i-1] & V1[i-1] & V1[i] & ~DL[i] & ~V0[i] & ~V1[i+1]
302,V0[i-1] & V1[i-1] & ~DL[i]
303,DL[i-1] & DL[i] & V0[i+1] & V0[i-1] & V0[i] & ~V1[i-1] & ~V1[i]
304,DL[i+1] & V0[i+1] & V1[i+1] & V1[i-1] & V1[i]
305,DL[i] & V0[i-1] & V0[i] & ~DL[i+1] & ~V0[i+1] & ~V1[i-1]
306,V1[i] & ~DL[i+1] & ~V0[i+1] & ~V1[i+1]
307,DL[i-1] & V0[i+1] & V0[i-1] & ~DL[i+1] & ~V1[i-1]
308,DL[i+1] & V0[i+1] & V0[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
309,DL[i+1] & V0[i-1] & V1[i-1] & ~V0[i+1] & ~V1[i+1]
310,DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i] & ~V1[i]
311,DL[i] & V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
312,V1[i+1] & ~V0[i+1] & ~V0[i]
313,V1[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i-1]
314,~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i+1]
315,DL[i+1] & V0[i+1] & V0[i] & V1[i+1] & ~DL[i-1]
316,DL[i+1] & V0[i-1] & V0[i] & V1[i-1] & V1[i] & ~V0[i+1]
317,DL[i+1] & V1[i-1] & ~V0[i-1] & ~V1[i+1]
318,V0[i] & V1[i-1] & ~DL[i+1] & ~V0[i-1]
319,DL[i+1] & V0[i] & V1[i+1] & ~V1[i]
320,DL[i+1] & V1[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i]
321,V0[i-1] & V0[i] & V1[i+1] & ~V1[i-1] & ~V1[i]
322,V0[i+1] & V0[i-1] & V1[i-1] & V1[i] & ~V1[i+1]
323,DL[i] & ~DL[i+1] & ~V1[i-1]
324,V0[i+1] & V0[i] & V1[i] & ~DL[i+1] & ~DL[i] & ~V1[i+1]
325,V0[i+1] & V0[i-1] & ~DL[i+1] & ~V0[i] & ~V1[i-1]
326,V0[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i-1]
327,DL[i+1] & V1[i-1] & V1[i] & ~DL[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i]
328,DL[i+1] & V1[i+1] & ~V0[i+1]
329,V0[i+1] & V0[i] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V1[i]
330,DL[i] & V0[i+1] & V1[i] & ~DL[i+1] & ~V0[i-1]
331,V0[i] & V1[i] & ~DL[i+1] & ~V1[i+1]
332,DL[i-1] & V0[i-1] & ~DL[i] & ~V1[i-1] & ~V1[i]
333,DL[i+1] & V1[i+1] & V1[i] & ~DL[i] & ~V0[i+1] & ~V0[i]
334,V1[i] & ~DL[i] & ~V0[i]
335,DL[i+1] & DL[i] & V0[i] & ~V1[i]
336,DL[i+1] & DL[i] & V0[i-1] & ~V1[i-1] & ~V1[i]
337,DL[i] & V0[i-1] & V0[i] & V1[i-1] & V1[i]
338,V0[i+1] & V1[i] & ~DL[i+1] & ~V0[i] & ~V1[i+1]
339,V1[i-1] & ~DL[i+1] & ~V0[i-1]
340,V0[i] & V1[i+1] & ~DL[i+1] & ~V0[i-1] & ~V1[i-1]
341,DL[i+1] & V0[i-1] & V1[i+1] & V1[i] & ~V0[i] & ~V1[i-1]
342,DL[i+1] & V0[i+1] & V0[i-1] & V1[i+1] & ~DL[i] & ~V0[i] & ~V1[i-1] & ~V1[i]
343,V1[i+1] & ~V0[i+1] & ~V1[i]
344,V0[i+1] & V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i+1]
345,V0[i+1] & V0[i-1] & V1[i-1] & ~DL[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i]
346,V0[i+1] & V1[i+1] & V1[i-1] & ~V0[i-1]
347,DL[i] & ~V0[i-1] & ~V1[i-1]
348,DL[i+1] & V0[i+1] & V0[i-1] & V1[i-1] & V1[i] & ~V0[i] & ~V1[i+1]
349,DL[i] & V0[i+1] & V0[i-1] & ~V1[i-1]
350,DL[i] & V0[i+1] & V0[i] & V1[i-1] & ~DL[i+1] & ~V1[i+1] & ~V1[i]
351,V0[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i+1]
352,V0[i-1] & V0[i] & V1[i-1] & ~DL[i+1] & ~V1[i+1]
353,V0[i-1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V1[i+1]
354,V1[i+1] & ~DL[i+1] & ~DL[i] & ~V1[i-1]
355,~DL[i] & ~V0[i] & ~V1[i]
356,V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i-1] & ~V0[i]
357,DL[i-1] & V1[i-1] & ~DL[i+1] & ~V0[i-1]
358,DL[i-1] & V0[i-1] & V1[i] & ~DL[i] & ~V0[i] & ~V1[i-1]
359,DL[i+1] & V0[i-1] & V0[i] & V1[i] & ~V1[i-1]
360,DL[i+1] & V1[i] & ~V0[i-1] & ~V1[i-1]
361,DL[i+1] & V0[i] & V1[i] & ~V0[i-1] & ~V1[i-1]
362,V0[i] & V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i+1]
363,DL[i+1] & DL[i-1] & DL[i] & V1[i+1] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
364,DL[i-1] & V1[i-1] & V1[i] & ~V0[i-1]
365,DL[i+1] & V0[i+1] & V1[i-1] & ~V0[i-1]
366,V1[i-1] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1]
367,DL[i-1] & V0[i-1] & V0[i] & V1[i-1] & ~DL[i+1] & ~V1[i+1] & ~V1[i]
368,DL[i] & V1[i] & ~DL[i+1] & ~V0[i]
369,V0[i-1] & ~V0[i] & ~V1[i-1] & ~V1[i]
370,DL[i+1] & V0[i+1] & V1[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i]
371,V0[i+1] & V0[i] & V1[i-1] & ~V0[i-1] & ~V1[i+1]
372,DL[i] & V0[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i+1]
373,DL[i-1] & V0[i+1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i] & ~V1[i+1]
374,V0[i-1] & ~DL[i] & ~V0[i]
375,DL[i-1] & DL[i] & V0[i-1] & V0[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1]
376,DL[i+1] & V0[i+1] & V0[i-1] & V0[i] & ~V1[i-1]
377,DL[i] & V0[i+1] & V0[i-1] & V0[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i]
378,DL[i-1] & V0[i-1] & V1[i] & ~DL[i+1] & ~V1[i-1]
379,V0[i+1] & V0[i-1] & V1[i+1] & ~DL[i+1] & ~V1[i-1]
380,DL[i-1] & V0[i+1] & V0[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i-1]
381,DL[i+1] & V0[i-1] & V1[i-1] & ~V0[i+1] & ~V1[i]
382,DL[i+1] & ~DL[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i]
383,V1[i-1] & ~DL[i+1] & ~V0[i-1] & ~V0[i]
384,DL[i] & V0[i] & ~DL[i+1] & ~V1[i+1]
385,DL[i] & V1[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1] & ~V0[i]
386,V1[i-1] & ~DL[i] & ~V0[i-1] & ~V0[i]
387,~DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V1[i-1]
388,V1[i+1] & V1[i] & ~DL[i+1] & ~V0[i]
389,DL[i+1] & V0[i+1] & V0[i] & V1[i+1] & ~DL[i]
390,DL[i+1] & V0[i-1] & V0[i] & V1[i-1] & V1[i] & ~V1[i+1]
391,DL[i-1] & DL[i] & V1[i+1] & V1[i-1] & ~V0[i-1]
392,DL[i-1] & V0[i-1] & ~V0[i] & ~V1[i-1] & ~V1[i]
393,V0[i-1] & V0[i] & ~DL[i+1] & ~V1[i-1] & ~V1[i]
394,V0[i+1] & V0[i-1] & V1[i-1] & ~DL[i-1] & ~V1[i+1]
395,V0[i+1] & V0[i] & V1[i] & ~DL[i-1] & ~DL[i] & ~V1[i+1]
396,V0[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i-1] & ~V0[i]
397,V0[i-1] & V1[i+1] & ~DL[i+1] & ~V1[i-1]
398,DL[i+1] & V1[i-1] & V1[i] & ~DL[i-1] & ~DL[i] & ~V0[i] & ~V1[i+1]
399,V0[i+1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i]
400,DL[i+1] & V0[i+1] & V1[i] & ~DL[i-1]
401,DL[i] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i+1]
402,V0[i] & V1[i] & ~DL[i] & ~V0[i+1]
403,V0[i+1] & V0[i-1] & ~DL[i] & ~V1[i-1] & ~V1[i]
404,V1[i+1] & V1[i-1] & V1[i] & ~DL[i] & ~V0[i-1] & ~V0[i]
405,V0[i+1] & V0[i-1] & V0[i] & V1[i+1] & V1[i-1] & V1[i]
406,DL[i+1] & DL[i] & V0[i+1] & ~V0[i]
407,DL[i+1] & V0[i+1] & V0[i] & ~V1[i]
408,DL[i-1] & V0[i-1] & V0[i] & ~V1[i-1] & ~V1[i]
409,V0[i+1] & V0[i-1] & V1[i-1] & ~DL[i] & ~V0[i] & ~V1[i+1]
410,DL[i+1] & V0[i] & V1[i] & ~DL[i-1]
411,DL[i-1] & V0[i+1] & V1[i-1] & V1[i] & ~V0[i] & ~V1[i+1]
412,DL[i-1] & DL[i] & V0[i+1] & V0[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
413,V1[i+1] & V1[i] & ~DL[i+1] & ~V0[i-1] & ~V1[i-1]
414,V0[i+1] & V0[i-1] & V1[i+1] & V1[i-1] & ~V1[i]
415,DL[i+1] & V0[i] & V1[i+1] & V1[i-1] & ~V0[i-1] & ~V1[i]
416,DL[i+1] & DL[i-1] & V0[i+1] & V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i-1] & ~V0[i] & ~V1[i]
417,V0[i+1] & ~DL[i+1] & ~V1[i+1] & ~V1[i]
418,DL[i+1] & V1[i-1] & ~V1[i]
419,V0[i-1] & V1[i-1] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i] & ~V1[i+1]
420,DL[i+1] & V0[i] & V1[i] & ~V0[i+1] & ~V1[i+1]
421,V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i+1] & ~V0[i]
422,DL[i] & V0[i-1] & V1[i+1] & ~V1[i-1]
423,DL[i] & V0[i+1] & V0[i] & V1[i-1] & ~V0[i-1] & ~V1[i+1] & ~V1[i]
424,V0[i+1] & V0[i-1] & V0[i] & V1[i-1] & ~V1[i]
425,DL[i-1] & DL[i] & V0[i+1] & V0[i-1] & V1[i] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
426,V0[i-1] & V1[i-1] & ~DL[i+1] & ~V0[i+1] & ~V1[i+1]
427,V0[i+1] & V0[i] & V1[i+1] & ~DL[i+1] & ~V1[i-1]
428,V0[i] & V1[i+1] & ~DL[i+1] & ~DL[i-1]
429,V1[i-1] & V1[i] & ~V0[i-1] & ~V0[i] & ~V1[i+1]
430,V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i-1]
431,DL[i] & V0[i-1] & V0[i] & ~DL[i+1] & ~V1[i-1] & ~V1[i]
432,DL[i+1] & V0[i] & V1[i-1] & V1[i] & ~V0[i-1]
433,DL[i+1] & DL[i] & V0[i+1] & V1[i+1] & V1[i] & ~V0[i]
434,~DL[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i-1] & ~V1[i]
435,DL[i] & V1[i+1] & V1[i-1] & ~V0[i-1]
436,V1[i-1] & ~DL[i+1] & ~V0[i-1] & ~V1[i+1]
437,DL[i+1] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1]
438,V0[i] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i-1]
439,DL[i+1] & ~DL[i-1] & ~V0[i+1] & ~V1[i+1]
440,V1[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i]
441,DL[i+1] & V0[i+1] & V1[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i-1]
442,DL[i] & V0[i+1] & ~V0[i] & ~V1[i+1] & ~V1[i]
443,DL[i] & V1[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
444,DL[i-1] & V0[i+1] & V1[i] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
445,DL[i-1] & V0[i-1] & ~DL[i+1] & ~V0[i+1]
446,DL[i-1] & DL[i] & V0[i-1] & V0[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
447,DL[i+1] & V0[i+1] & V0[i-1] & V1[i] & ~V1[i-1]
448,DL[i] & V0[i-1] & V0[i] & V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V1[i]
449,DL[i-1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i-1]
450,V0[i+1] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i-1]
451,V0[i+1] & V0[i-1] & V0[i] & ~DL[i] & ~V1[i+1] & ~V1[i-1]
452,DL[i+1] & V0[i-1] & V1[i-1] & ~V0[i] & ~V1[i+1]
453,DL[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i-1] & ~V1[i]
454,V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i+1]
455,DL[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i]
456,DL[i+1] & V0[i+1] & V1[i+1] & V1[i-1] & ~V1[i]
457,V0[i] & V1[i+1] & V1[i-1] & ~V0[i-1]
458,DL[i] & V1[i+1] & V1[i-1] & V1[i] & ~DL[i-1] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
459,DL[i+1] & V0[i+1] & V1[i-1] & ~DL[i-1] & ~V1[i+1]
460,~DL[i+1] & ~V0[i+1] & ~V0[i] & ~V1[i]
461,V0[i-1] & V1[i+1] & V1[i-1] & V1[i] & ~V0[i]
462,DL[i+1] & V0[i+1] & V1[i+1] & V1[i] & ~DL[i-1]
463,~V0[i-1] & ~V0[i] & ~V1[i-1] & ~V1[i]
464,V1[i-1] & ~DL[i+1] & ~V0[i-1] & ~V1[i]
465,DL[i+1] & V0[i] & ~V0[i+1] & ~V1[i]
466,DL[i-1] & V1[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i]
467,DL[i-1] & DL[i] & V0[i+1] & V0[i-1] & ~DL[i+1] & ~V1[i-1]
468,V0[i+1] & V0[i-1] & V1[i-1] & ~V0[i] & ~V1[i+1]
469,DL[i] & ~V0[i] & ~V1[i-1]
470,V0[i-1] & V0[i] & V1[i] & ~DL[i-1] & ~DL[i] & ~V1[i+1]
471,V0[i-1] & V1[i+1] & V1[i-1] & V1[i] & ~DL[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i]
472,DL[i+1] & V0[i+1] & ~V1[i+1] & ~V1[i]
473,V0[i+1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V1[i+1]
474,DL[i] & V1[i+1] & V1[i] & ~DL[i+1] & ~V0[i+1]
475,V0[i] & V1[i] & ~V0[i+1] & ~V1[i+1]
476,V0[i-1] & V0[i] & ~DL[i+1] & ~DL[i] & ~V1[i-1]
477,DL[i+1] & V1[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
478,V0[i+1] & V0[i] & V1[i] & ~V0[i-1] & ~V1[i-1]
479,DL[i+1] & DL[i] & V1[i+1] & ~V0[i]
480,DL[i] & V0[i+1] & V0[i-1] & ~V1[i-1] & ~V1[i]
481,V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i]
482,DL[i-1] & V0[i+1] & V1[i] & ~V0[i-1] & ~V0[i] & ~V1[i+1]
483,DL[i-1] & DL[i] & V0[i+1] & ~DL[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i+1]
484,V0[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i-1] & ~V1[i-1]
485,DL[i+1] & V0[i+1] & V1[i+1] & ~V0[i-1] & ~V1[i-1]
486,DL[i+1] & V1[i+1] & V1[i-1] & V1[i] & ~V0[i-1] & ~V0[i]
487,DL[i-1] & DL[i] & V0[i+1] & ~V1[i+1] & ~V1[i]
488,DL[i+1] & V0[i+1] & V0[i-1] & ~V1[i+1]
489,V0[i-1] & V1[i-1] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i]
490,V0[i-1] & V0[i] & V1[i] & ~DL[i+1] & ~V1[i-1]
491,DL[i] & V0[i+1] & ~DL[i+1] & ~V1[i+1]
492,V0[i-1] & V1[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i+1] & ~V0[i]
493,DL[i] & V0[i-1] & ~DL[i+1] & ~V1[i-1]
494,DL[i] & V0[i] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i+1] & ~V1[i]
495,V0[i+1] & ~DL[i+1] & ~DL[i-1] & ~V1[i+1]
496,DL[i-1] & V0[i-1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i+1]
497,~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V1[i-1]
498,DL[i+1] & DL[i] & V0[i+1] & V1[i-1] & ~V0[i-1] & ~V1[i+1]
499,DL[i-1] & V0[i-1] & ~DL[i+1] & ~V0[i] & ~V1[i-1] & ~V1[i]
500,V0[i+1] & V0[i-1] & V0[i] & V1[i+1] & V1[i] & ~V1[i-1]
501,DL[i+1] & V0[i+1] & V0[i] & V1[i+1] & V1[i] & ~DL[i-1]
502,DL[i+1] & V1[i+1] & ~DL[i] & ~V0[i-1] & ~V1[i-1]
503,V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i+1] & ~V0[i] & ~V1[i]
504,V1[i+1] & V1[i-1] & V1[i] & ~V0[i-1]
505,DL[i+1] & V1[i+1] & V1[i-1] & ~V0[i-1]
506,DL[i+1] & DL[i] & V0[i] & V1[i+1] & ~DL[i-1]
507,V0[i] & ~DL[i+1] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
508,DL[i+1] & V0[i+1] & V1[i+1] & ~V0[i-1] & ~V1[i-1] & ~V1[i]
509,DL[i] & V1[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i]
510,V0[i+1] & V0[i] & V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i-1] & ~V1[i+1] & ~V1[i]
511,DL[i-1] & V0[i+1] & V0[i-1] & V1[i-1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V1[i+1]
512,DL[i-1] & V0[i+1] & V0[i-1] & V0[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1]
513,DL[i+1] & V0[i+1] & V0[i] & V1[i-1] & ~V0[i-1]
514,DL[i-1] & V0[i-1] & V1[i] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
515,DL[i] & V0[i-1] & V1[i] & ~DL[i+1] & ~V1[i-1]
516,V0[i+1] & V0[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
517,DL[i+1] & V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i+1] & ~V1[i]
518,V1[i+1] & V1[i-1] & V1[i] & ~DL[i] & ~V0[i-1]
519,DL[i] & V0[i+1] & V0[i-1] & ~DL[i+1] & ~V1[i-1]
520,DL[i] & V1[i-1] & ~V0[i-1] & ~V0[i]
521,V1[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
522,DL[i+1] & V0[i+1] & V0[i-1] & V1[i-1] & ~DL[i] & ~V1[i+1]
523,~DL[i+1] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1]
524,V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i+1]
525,V0[i+1] & V1[i+1] & ~DL[i+1] & ~V0[i] & ~V1[i]
526,DL[i-1] & DL[i] & V0[i] & ~DL[i+1] & ~V1[i]
527,V0[i-1] & V0[i] & ~V1[i-1] & ~V1[i]
528,V0[i+1] & V1[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i]
529,DL[i-1] & V0[i+1] & V0[i-1] & V0[i] & ~DL[i+1] & ~V1[i-1]
530,V1[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i]
531,V0[i-1] & V1[i-1] & V1[i] & ~DL[i+1]
532,DL[i+1] & V0[i+1] & V0[i-1] & V0[i] & V1[i] & ~DL[i-1] & ~DL[i]
533,V0[i-1] & V1[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1]
534,V0[i-1] & V0[i] & V1[i+1] & V1[i] & ~V1[i-1]
535,DL[i+1] & V1[i+1] & V1[i-1] & ~DL[i-1] & ~V0[i-1] & ~V1[i]
536,DL[i-1] & V0[i+1] & V0[i-1] & V1[i-1] & ~DL[i+1] & ~V0[i] & ~V1[i+1]
537,V0[i+1] & V0[i-1] & V0[i] & V1[i-1] & V1[i]
538,DL[i] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i]
539,V0[i-1] & V1[i-1] & ~DL[i+1] & ~V0[i+1] & ~V0[i] & ~V1[i+1]
540,V0[i-1] & V0[i] & ~DL[i] & ~V1[i+1] & ~V1[i-1]
541,DL[i-1] & V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i]
542,V0[i] & V1[i+1] & V1[i] & ~V0[i-1] & ~V1[i-1]
543,DL[i+1] & V0[i+1] & ~V0[i-1] & ~V1[i-1]
544,DL[i] & V0[i] & V1[i+1] & V1[i-1] & V1[i] & ~DL[i-1] & ~V0[i+1]
545,V1[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i-1] & ~V1[i-1]
546,V0[i+1] & V0[i-1] & V1[i-1] & ~DL[i] & ~V0[i]
547,DL[i+1] & V0[i-1] & V0[i] & ~V0[i+1] & ~V1[i-1] & ~V1[i]
548,DL[i] & V0[i+1] & V0[i-1] & V1[i-1] & ~V1[i+1] & ~V1[i]
549,V0[i+1] & V0[i-1] & V0[i] & ~V1[i-1]
550,V0[i] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i-1]
551,DL[i] & V0[i+1] & ~V0[i-1] & ~V1[i+1]
552,DL[i+1] & V0[i+1] & V1[i] & ~V0[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
553,V0[i-1] & V1[i] & ~V0[i] & ~V1[i-1]
554,DL[i] & V0[i+1] & V0[i] & ~DL[i+1] & ~V0[i-1] & ~V1[i+1] & ~V1[i]
555,V0[i+1] & ~DL[i+1] & ~V0[i-1] & ~V1[i-1]
556,DL[i-1] & V0[i-1] & V1[i-1] & V1[i] & ~DL[i] & ~V0[i]
557,DL[i-1] & V0[i] & ~DL[i+1] & ~V0[i+1] & ~V1[i-1]
558,V0[i] & ~DL[i+1] & ~DL[i-1] & ~V1[i]
559,DL[i+1] & V0[i+1] & V0[i] & V1[i-1] & ~V0[i-1] & ~V1[i+1]
560,V0[i] & V1[i] & ~V0[i-1] & ~V1[i-1]
561,V0[i-1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i] & ~V1[i-1]
562,V0[i+1] & V0[i] & V1[i+1] & V1[i-1] & V1[i] & ~V0[i-1]
563,DL[i+1] & DL[i] & V0[i+1] & V0[i] & ~DL[i-1] & ~V1[i]
